110011010111	110011010101	000000000010
010111111110	010101111011	000010000101
111110100100	111011000001	000101100101
100100110100	000001110010	100101000110
110100111110	110010111011	000110000101
111110110100	111011011111	000101101011
110100011101	011111010011	101011001110
011101111100	010011001011	001110110111
110010111100	111111001011	001101110111
